                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    141,                0.86316,                0.70304,                 1.1893,                0.98197,                      1,                  0.995,                  0.796,                 1.2203,                0.64443,                  1.092,              0.0006239,              0.0006239,              0.0006239
                    142,                0.95119,                0.76068,                 1.2243,                0.98273,                      1,                  0.995,                  0.796,                 1.0951,                 0.5782,                0.97083,               0.000614,               0.000614,               0.000614
                    143,                0.87614,                0.74303,                 1.2137,                0.97952,                      1,                  0.995,                0.82271,                0.91728,                0.54479,                0.91116,              0.0006041,              0.0006041,              0.0006041
                    144,                0.90353,                0.71251,                 1.2286,                0.98258,                      1,                  0.995,                  0.995,                0.51451,                0.54778,                0.83094,              0.0005942,              0.0005942,              0.0005942
                    145,                0.92048,                0.69316,                 1.2203,                0.98241,                      1,                  0.995,                0.94819,                 0.4607,                0.47508,                0.83127,              0.0005843,              0.0005843,              0.0005843
                    146,                0.91416,                0.68988,                 1.1943,                0.98253,                      1,                  0.995,                0.84914,                0.64682,                0.55821,                0.84248,              0.0005744,              0.0005744,              0.0005744
                    147,                0.89149,                0.73358,                 1.1535,                 0.9825,                      1,                  0.995,                 0.8955,                0.57918,                0.50547,                0.84574,              0.0005645,              0.0005645,              0.0005645
                    148,                0.85482,                0.76028,                 1.1885,                0.98272,                      1,                  0.995,                 0.8955,                0.75441,                0.59129,                0.88329,              0.0005546,              0.0005546,              0.0005546
                    149,                0.79712,                0.65409,                 1.0926,                 0.9833,                      1,                  0.995,                  0.796,                0.91066,                0.61943,                0.89982,              0.0005447,              0.0005447,              0.0005447
                    150,                0.88393,                0.69998,                 1.2027,                0.98314,                      1,                  0.995,                 0.8955,                0.80157,                 0.5906,                0.86269,              0.0005348,              0.0005348,              0.0005348
                    151,                 0.8394,                0.72223,                 1.1214,                0.98312,                      1,                  0.995,                 0.8955,                0.65369,                0.55231,                0.82965,              0.0005249,              0.0005249,              0.0005249
                    152,                0.81221,                0.68138,                 1.1437,                0.98285,                      1,                  0.995,                0.92152,                0.62603,                0.51208,                0.83723,               0.000515,               0.000515,               0.000515
                    153,                0.79641,                0.61512,                 1.1268,                0.98249,                      1,                  0.995,                 0.8955,                0.70957,                0.49546,                0.85589,              0.0005051,              0.0005051,              0.0005051
                    154,                0.85037,                0.68928,                  1.127,                 0.9814,                      1,                  0.995,                0.84641,                0.95822,                0.65801,                0.92714,              0.0004952,              0.0004952,              0.0004952
                    155,                0.71112,                 0.5921,                 1.0686,                0.97996,                      1,                  0.995,                  0.796,                 1.1035,                 0.8311,                 1.0044,              0.0004853,              0.0004853,              0.0004853
                    156,                0.78125,                0.66568,                 1.1239,                0.97795,                      1,                  0.995,                0.64735,                 1.2792,                0.99275,                 1.1274,              0.0004754,              0.0004754,              0.0004754
                    157,                0.78455,                0.69785,                 1.1238,                0.97855,                      1,                  0.995,                0.69782,                 1.2656,                0.96958,                 1.1351,              0.0004655,              0.0004655,              0.0004655
                    158,                0.79072,                0.67823,                 1.1663,                0.98301,                      1,                  0.995,                  0.796,                 1.0255,                0.71654,                 1.0289,              0.0004556,              0.0004556,              0.0004556
                    159,                0.86669,                0.69606,                 1.1454,                0.98367,                      1,                  0.995,                  0.796,                0.98237,                0.67397,                 1.0048,              0.0004457,              0.0004457,              0.0004457
                    160,                0.92248,                0.72613,                  1.181,                0.98302,                      1,                  0.995,                 0.8955,                0.78361,                0.58897,                0.91704,              0.0004358,              0.0004358,              0.0004358
                    161,                0.76493,                0.62971,                 1.1079,                0.98314,                      1,                  0.995,                 0.8472,                0.83535,                0.61608,                0.88468,              0.0004259,              0.0004259,              0.0004259
                    162,                0.92693,                0.72399,                 1.1887,                0.98324,                      1,                  0.995,                 0.8472,                0.97557,                0.60784,                0.89765,               0.000416,               0.000416,               0.000416
                    163,                0.82747,                0.69312,                 1.1381,                0.98366,                      1,                  0.995,                0.79869,                  1.045,                0.63513,                0.91881,              0.0004061,              0.0004061,              0.0004061
                    164,                0.73347,                0.67056,                 1.0944,                0.98357,                      1,                  0.995,                 0.7989,                 1.1651,                0.71113,                0.96818,              0.0003962,              0.0003962,              0.0003962
                    165,                0.88193,                0.68628,                 1.1505,                0.98385,                      1,                  0.995,                 0.7989,                 1.1784,                0.73192,                0.97564,              0.0003863,              0.0003863,              0.0003863
                    166,                0.78131,                0.66413,                 1.0977,                0.98348,                      1,                  0.995,                 0.7989,                 1.1836,                0.76192,                0.95942,              0.0003764,              0.0003764,              0.0003764
                    167,                0.78862,                0.66399,                 1.1516,                0.98305,                      1,                  0.995,                 0.7506,                 1.1771,                0.75851,                0.94241,              0.0003665,              0.0003665,              0.0003665
                    168,                0.76354,                0.68018,                 1.0997,                0.98195,                      1,                  0.995,                0.78202,                 1.1137,                0.72356,                 0.8977,              0.0003566,              0.0003566,              0.0003566
                    169,                0.78617,                 0.6863,                 1.1172,                0.98286,                      1,                  0.995,                0.75138,                 1.0361,                0.69484,                0.87265,              0.0003467,              0.0003467,              0.0003467
                    170,                0.73635,                0.60508,                 1.1004,                0.98463,                      1,                  0.995,                0.79942,                0.85499,                0.59712,                0.83605,              0.0003368,              0.0003368,              0.0003368
                    171,                0.75916,                0.64565,                 1.0828,                0.98468,                      1,                  0.995,                0.84763,                0.75648,                 0.5734,                 0.8159,              0.0003269,              0.0003269,              0.0003269
                    172,                0.73463,                0.62087,                 1.0896,                0.98479,                      1,                  0.995,                 0.8472,                0.74908,                0.51504,                0.79819,               0.000317,               0.000317,               0.000317
                    173,                0.71973,                0.60723,                  1.107,                 0.9839,                      1,                  0.995,                 0.8955,                 0.7102,                 0.4408,                0.80381,              0.0003071,              0.0003071,              0.0003071
                    174,                0.77899,                0.68343,                 1.1205,                0.98316,                      1,                  0.995,                0.84709,                0.72376,                0.47166,                0.79986,              0.0002972,              0.0002972,              0.0002972
                    175,                0.70088,                0.59931,                 1.0637,                0.98285,                      1,                  0.995,                  0.796,                 0.8258,                0.52042,                0.83418,              0.0002873,              0.0002873,              0.0002873
                    176,                0.72126,                0.65667,                 1.1163,                0.98239,                      1,                  0.995,                0.74716,                 1.1029,                0.57931,                0.90493,              0.0002774,              0.0002774,              0.0002774
                    177,                0.67887,                0.56401,                 1.0728,                0.98185,                      1,                  0.995,                0.74716,                 1.1664,                  0.621,                0.92916,              0.0002675,              0.0002675,              0.0002675
                    178,                0.72148,                0.63637,                 1.1065,                0.98196,                      1,                  0.995,                0.74734,                 1.1506,                0.61773,                0.92938,              0.0002576,              0.0002576,              0.0002576
                    179,                0.77833,                 0.6231,                 1.0799,                0.98214,                      1,                  0.995,                0.74742,                 1.0602,                0.57126,                0.90071,              0.0002477,              0.0002477,              0.0002477
                    180,                0.75625,                0.63126,                 1.1123,                0.98237,                      1,                  0.995,                  0.796,                0.89475,                0.50528,                0.86183,              0.0002378,              0.0002378,              0.0002378
                    181,                0.75599,                0.63061,                 1.1431,                 0.9823,                      1,                  0.995,                0.84692,                0.85409,                0.50805,                0.85854,              0.0002279,              0.0002279,              0.0002279
                    182,                0.78462,                0.64621,                 1.1349,                0.98264,                      1,                  0.995,                0.84652,                0.90976,                0.55315,                 0.8897,               0.000218,               0.000218,               0.000218
                    183,                0.74816,                0.64911,                 1.0912,                0.98286,                      1,                  0.995,                0.79763,                0.90286,                0.59144,                0.86475,              0.0002081,              0.0002081,              0.0002081
                    184,                0.80371,                0.78897,                 1.1928,                0.98331,                      1,                  0.995,                0.84671,                0.84978,                0.55923,                0.83726,              0.0001982,              0.0001982,              0.0001982
                    185,                0.82318,                0.66649,                 1.1681,                0.98352,                      1,                  0.995,                0.84671,                0.80965,                0.51901,                0.84278,              0.0001883,              0.0001883,              0.0001883
                    186,                0.80758,                 0.6799,                 1.1433,                 0.9839,                      1,                  0.995,                 0.8955,                0.67512,                0.48565,                0.80182,              0.0001784,              0.0001784,              0.0001784
                    187,                0.74915,                0.62192,                 1.1099,                0.98398,                      1,                  0.995,                 0.8955,                0.67182,                 0.4654,                0.80071,              0.0001685,              0.0001685,              0.0001685
                    188,                0.70558,                0.63006,                 1.1047,                 0.9835,                      1,                  0.995,                 0.8955,                0.65527,                0.48989,                0.80572,              0.0001586,              0.0001586,              0.0001586
                    189,                0.72725,                0.61852,                 1.0981,                0.98336,                      1,                  0.995,                 0.8955,                0.64225,                0.48768,                0.80409,              0.0001487,              0.0001487,              0.0001487
                    190,                0.67815,                0.61535,                 1.0722,                0.98392,                      1,                  0.995,                 0.8955,                0.68238,                0.50315,                0.80439,              0.0001388,              0.0001388,              0.0001388
                    191,                0.54872,                0.47934,                 1.0018,                0.98382,                      1,                  0.995,                 0.8955,                0.67323,                0.49938,                0.80525,              0.0001289,              0.0001289,              0.0001289
                    192,                0.60742,                 0.4981,                  1.066,                0.98425,                      1,                  0.995,                0.84666,                0.76353,                0.43754,                0.83317,               0.000119,               0.000119,               0.000119
                    193,                0.56625,                0.47648,                 1.0313,                0.98412,                      1,                  0.995,                0.84671,                0.76526,                0.42573,                0.83159,              0.0001091,              0.0001091,              0.0001091
                    194,                0.63233,                0.48817,                 1.1013,                0.98362,                      1,                  0.995,                0.84684,                 0.8149,                 0.4654,                0.84972,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.52457,                0.45092,                 1.0309,                0.98359,                      1,                  0.995,                  0.796,                0.86361,                0.48093,                0.86287,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.59301,                0.47002,                 1.0662,                0.98281,                      1,                  0.995,                0.74711,                0.95102,                0.46777,                0.87385,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                0.53176,                0.44271,                  1.027,                0.98282,                      1,                  0.995,                0.69812,                0.95713,                0.46845,                 0.8767,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.58814,                0.45123,                 1.0477,                0.98323,                      1,                  0.995,                  0.796,                0.95213,                0.48603,                0.88946,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.59731,                0.45918,                 1.0336,                0.98316,                      1,                  0.995,                0.79692,                0.92317,                0.47596,                0.88965,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.58623,                0.46283,                  1.059,                0.98362,                      1,                  0.995,                0.79671,                0.90084,                 0.4673,                0.89302,               3.98e-05,               3.98e-05,               3.98e-05
